transcript_id,transcript_id,corpus_name,language,date,filename,target_child_name,target_child_age,target_child_sex,collection_name,pid,collection_id,corpus_id,target_child_id
5343,5343,HSLLD,eng,4/24/91,Eng-NA/HSLLD/HV3/ER/jamer3.xml,NA,68.62563913,female,Eng-NA,11312/c-00035395-1,2,49,2725
5344,5344,HSLLD,eng,4/17/91,Eng-NA/HSLLD/HV3/ER/jeaer3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035396-1,2,49,2725
5345,5345,HSLLD,eng,6/28/91,Eng-NA/HSLLD/HV3/ER/jeber3.xml,NA,65.95412637,female,Eng-NA,11312/c-00035397-1,2,49,2725
5346,5346,HSLLD,eng,7/1/91,Eng-NA/HSLLD/HV3/ER/jener3.xml,NA,72.7571408,female,Eng-NA,11312/c-00035398-1,2,49,2725
5347,5347,HSLLD,eng,5/24/90,Eng-NA/HSLLD/HV3/ER/jerer3.xml,NA,69.39567548,female,Eng-NA,11312/c-00035399-1,2,49,2725
5348,5348,HSLLD,eng,4/29/91,Eng-NA/HSLLD/HV3/ER/jeser3.xml,NA,64.36271792,female,Eng-NA,11312/c-00035400-1,2,49,2725
5349,5349,HSLLD,eng,3/8/90,Eng-NA/HSLLD/HV3/ER/joeer3.xml,NA,71.55999096,female,Eng-NA,11312/c-00035401-1,2,49,2725
5350,5350,HSLLD,eng,3/23/91,Eng-NA/HSLLD/HV3/ER/joyer3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035402-1,2,49,2725
5351,5351,HSLLD,eng,1/8/90,Eng-NA/HSLLD/HV3/ER/juser3.xml,NA,68.46136471,female,Eng-NA,11312/c-00035403-1,2,49,2725
5352,5352,HSLLD,eng,2/7/90,Eng-NA/HSLLD/HV3/ER/karer3.xml,NA,63.19842297,female,Eng-NA,11312/c-00035404-1,2,49,2725
5353,5353,HSLLD,eng,3/12/90,Eng-NA/HSLLD/HV3/ER/kever3.xml,NA,66.65845295,female,Eng-NA,11312/c-00035405-1,2,49,2725
5354,5354,HSLLD,eng,2/13/89,Eng-NA/HSLLD/HV3/ER/kurer3.xml,NA,67.36277952,female,Eng-NA,11312/c-00035406-1,2,49,2725
5355,5355,HSLLD,eng,3/30/91,Eng-NA/HSLLD/HV3/ER/marer3.xml,NA,70.65853508,female,Eng-NA,11312/c-00035407-1,2,49,2725
5356,5356,HSLLD,eng,5/30/91,Eng-NA/HSLLD/HV3/ER/mayer3.xml,NA,69.29711082,female,Eng-NA,11312/c-00035408-1,2,49,2725
5357,5357,HSLLD,eng,1/10/90,Eng-NA/HSLLD/HV3/ER/meger3.xml,NA,67.06708557,female,Eng-NA,11312/c-00035409-1,2,49,2725
5358,5358,HSLLD,eng,3/24/91,Eng-NA/HSLLD/HV3/ER/meler3.xml,NA,67.42848929,female,Eng-NA,11312/c-00035410-1,2,49,2725
5359,5359,HSLLD,eng,3/20/91,Eng-NA/HSLLD/HV3/ER/moner3.xml,NA,70.23142159,female,Eng-NA,11312/c-00035411-1,2,49,2725
5360,5360,HSLLD,eng,3/6/91,Eng-NA/HSLLD/HV3/ER/morer3.xml,NA,68.39565494,female,Eng-NA,11312/c-00035412-1,2,49,2725
5361,5361,HSLLD,eng,2/8/90,Eng-NA/HSLLD/HV3/ER/mrker3.xml,NA,65.36273845,female,Eng-NA,11312/c-00035413-1,2,49,2725
5362,5362,HSLLD,eng,6/28/91,Eng-NA/HSLLD/HV3/ER/neder3.xml,NA,73.26433808,female,Eng-NA,11312/c-00035414-1,2,49,2725
5363,5363,HSLLD,eng,1/16/90,Eng-NA/HSLLD/HV3/ER/pauer3.xml,NA,65.00133473,female,Eng-NA,11312/c-00035415-1,2,49,2725
5364,5364,HSLLD,eng,5/1/91,Eng-NA/HSLLD/HV3/ER/raser3.xml,NA,69.88849874,female,Eng-NA,11312/c-00035416-1,2,49,2725
5365,5365,HSLLD,eng,5/19/91,Eng-NA/HSLLD/HV3/ER/rauer3.xml,NA,67.95416744,female,Eng-NA,11312/c-00035417-1,2,49,2725
5366,5366,HSLLD,eng,3/13/90,Eng-NA/HSLLD/HV3/ER/remer3.xml,NA,71.03431282,female,Eng-NA,11312/c-00035418-1,2,49,2725
5367,5367,HSLLD,eng,5/8/91,Eng-NA/HSLLD/HV3/ER/riler3.xml,NA,69.95420851,female,Eng-NA,11312/c-00035419-1,2,49,2725
5368,5368,HSLLD,eng,1/26/90,Eng-NA/HSLLD/HV3/ER/rocer3.xml,NA,69.69136943,female,Eng-NA,11312/c-00035420-1,2,49,2725
5369,5369,HSLLD,eng,5/19/91,Eng-NA/HSLLD/HV3/ER/roser3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035421-1,2,49,2725
5370,5370,HSLLD,eng,4/8/91,Eng-NA/HSLLD/HV3/ER/sarer3.xml,NA,65.36273845,female,Eng-NA,11312/c-00035422-1,2,49,2725
5371,5371,HSLLD,eng,4/3/90,Eng-NA/HSLLD/HV3/ER/shler3.xml,NA,66.19848457,female,Eng-NA,11312/c-00035423-1,2,49,2725
5372,5372,HSLLD,eng,2/14/90,Eng-NA/HSLLD/HV3/ER/stner3.xml,NA,64.62555699,female,Eng-NA,11312/c-00035425-1,2,49,2725
5373,5373,HSLLD,eng,4/4/90,Eng-NA/HSLLD/HV3/ER/shoer3.xml,NA,64.69126676,female,Eng-NA,11312/c-00035424-1,2,49,2725
5374,5374,HSLLD,eng,6/21/91,Eng-NA/HSLLD/HV3/ER/suser3.xml,NA,72.46144685,female,Eng-NA,11312/c-00035426-1,2,49,2725
5375,5375,HSLLD,eng,6/11/90,Eng-NA/HSLLD/HV3/ER/tamer3.xml,NA,71.13287747,female,Eng-NA,11312/c-00035427-1,2,49,2725
5376,5376,HSLLD,eng,5/16/91,Eng-NA/HSLLD/HV3/ER/terer3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035428-1,2,49,2725
5377,5377,HSLLD,eng,1/24/89,Eng-NA/HSLLD/HV3/ER/toder3.xml,NA,66.92129202,female,Eng-NA,11312/c-00035429-1,2,49,2725
5378,5378,HSLLD,eng,4/9/91,Eng-NA/HSLLD/HV3/ER/tomer3.xml,NA,71.42857143,female,Eng-NA,11312/c-00035430-1,2,49,2725
5379,5379,HSLLD,eng,5/16/91,Eng-NA/HSLLD/HV3/ER/treer3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035431-1,2,49,2725
5380,5380,HSLLD,eng,5/4/91,Eng-NA/HSLLD/HV3/ER/trier3.xml,NA,67.8227479,female,Eng-NA,11312/c-00035432-1,2,49,2725
5381,5381,HSLLD,eng,5/4/91,Eng-NA/HSLLD/HV3/ER/vicer3.xml,NA,70.52711555,female,Eng-NA,11312/c-00035433-1,2,49,2725
5382,5382,HSLLD,eng,6/20/91,Eng-NA/HSLLD/HV3/ER/zaner3.xml,NA,67.65847348,female,Eng-NA,11312/c-00035434-1,2,49,2725
5383,5383,HSLLD,eng,11/16/89,Eng-NA/HSLLD/HV3/ER/zener3.xml,NA,66.92129202,female,Eng-NA,11312/c-00035435-1,2,49,2725
5384,5384,HSLLD,eng,3/26/91,Eng-NA/HSLLD/HV3/ET/admet3.xml,NA,70.69138997,female,Eng-NA,11312/c-00035436-1,2,49,2725
5385,5385,HSLLD,eng,2/23/90,Eng-NA/HSLLD/HV3/ET/aimet3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035437-1,2,49,2725
5386,5386,HSLLD,eng,6/20/91,Eng-NA/HSLLD/HV3/ET/aliet3.xml,NA,67.65847348,female,Eng-NA,11312/c-00035438-1,2,49,2725
5387,5387,HSLLD,eng,2/5/90,Eng-NA/HSLLD/HV3/ET/allet3.xml,NA,62.42838662,female,Eng-NA,11312/c-00035439-1,2,49,2725
5388,5388,HSLLD,eng,2/27/90,Eng-NA/HSLLD/HV3/ET/anaet3.xml,NA,70.72424485,female,Eng-NA,11312/c-00035440-1,2,49,2725
5389,5389,HSLLD,eng,4/15/91,Eng-NA/HSLLD/HV3/ET/annet3.xml,NA,70.52711555,female,Eng-NA,11312/c-00035441-1,2,49,2725
5390,5390,HSLLD,eng,4/27/91,Eng-NA/HSLLD/HV3/ET/apret3.xml,NA,64.85554118,female,Eng-NA,11312/c-00035442-1,2,49,2725
5391,5391,HSLLD,eng,1/11/90,Eng-NA/HSLLD/HV3/ET/astet3.xml,NA,63.9540853,female,Eng-NA,11312/c-00035443-1,2,49,2725
5392,5392,HSLLD,eng,3/23/89,Eng-NA/HSLLD/HV3/ET/bobet3.xml,NA,66.7570176,female,Eng-NA,11312/c-00035444-1,2,49,2725
5393,5393,HSLLD,eng,11/14/89,Eng-NA/HSLLD/HV3/ET/braet3.xml,NA,59.75687386,female,Eng-NA,11312/c-00035445-1,2,49,2725
5394,5394,HSLLD,eng,12/6/89,Eng-NA/HSLLD/HV3/ET/briet3.xml,NA,62.2641122,female,Eng-NA,11312/c-00035446-1,2,49,2725
5395,5395,HSLLD,eng,5/19/91,Eng-NA/HSLLD/HV3/ET/brnet3.xml,NA,67.52705394,female,Eng-NA,11312/c-00035447-1,2,49,2725
5396,5396,HSLLD,eng,4/5/91,Eng-NA/HSLLD/HV3/ET/brtet3.xml,NA,65.55986776,female,Eng-NA,11312/c-00035448-1,2,49,2725
5397,5397,HSLLD,eng,11/22/89,Eng-NA/HSLLD/HV3/ET/caset3.xml,NA,65.16560915,female,Eng-NA,11312/c-00035449-1,2,49,2725
5398,5398,HSLLD,eng,3/27/91,Eng-NA/HSLLD/HV3/ET/catet3.xml,NA,68.82276843,female,Eng-NA,11312/c-00035450-1,2,49,2725
5399,5399,HSLLD,eng,4/18/90,Eng-NA/HSLLD/HV3/ET/claet3.xml,NA,67.26421487,female,Eng-NA,11312/c-00035451-1,2,49,2725
5400,5400,HSLLD,eng,3/8/90,Eng-NA/HSLLD/HV3/ET/conet3.xml,NA,71.55999096,female,Eng-NA,11312/c-00035452-1,2,49,2725
5401,5401,HSLLD,eng,12/6/89,Eng-NA/HSLLD/HV3/ET/ctret3.xml,NA,63.49411692,female,Eng-NA,11312/c-00035453-1,2,49,2725
5402,5402,HSLLD,eng,1/31/89,Eng-NA/HSLLD/HV3/ET/davet3.xml,NA,66.42846876,female,Eng-NA,11312/c-00035454-1,2,49,2725
5403,5403,HSLLD,eng,5/15/91,Eng-NA/HSLLD/HV3/ET/deaet3.xml,NA,66.36275899,female,Eng-NA,11312/c-00035455-1,2,49,2725
5404,5404,HSLLD,eng,4/20/91,Eng-NA/HSLLD/HV3/ET/devet3.xml,NA,64.46128257,female,Eng-NA,11312/c-00035456-1,2,49,2725
5405,5405,HSLLD,eng,12/7/90,Eng-NA/HSLLD/HV3/ET/diaet3.xml,NA,63.72410111,female,Eng-NA,11312/c-00035457-1,2,49,2725
5406,5406,HSLLD,eng,4/9/90,Eng-NA/HSLLD/HV3/ET/donet3.xml,NA,71.95424957,female,Eng-NA,11312/c-00035458-1,2,49,2725
5407,5407,HSLLD,eng,11/27/89,Eng-NA/HSLLD/HV3/ET/ethet3.xml,NA,66.06706503,female,Eng-NA,11312/c-00035459-1,2,49,2725
5408,5408,HSLLD,eng,3/16/91,Eng-NA/HSLLD/HV3/ET/geoet3.xml,NA,63.52697181,female,Eng-NA,11312/c-00035460-1,2,49,2725
5409,5409,HSLLD,eng,3/7/91,Eng-NA/HSLLD/HV3/ET/guyet3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035461-1,2,49,2725
5410,5410,HSLLD,eng,2/6/90,Eng-NA/HSLLD/HV3/ET/inaet3.xml,NA,67.29706976,female,Eng-NA,11312/c-00035462-1,2,49,2725
5411,5411,HSLLD,eng,4/4/91,Eng-NA/HSLLD/HV3/ET/jamet3.xml,NA,69.98706339,female,Eng-NA,11312/c-00035463-1,2,49,2725
5412,5412,HSLLD,eng,4/17/91,Eng-NA/HSLLD/HV3/ET/jeaet3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035464-1,2,49,2725
5413,5413,HSLLD,eng,6/28/91,Eng-NA/HSLLD/HV3/ET/jebet3.xml,NA,65.95412637,female,Eng-NA,11312/c-00035465-1,2,49,2725
5414,5414,HSLLD,eng,7/1/91,Eng-NA/HSLLD/HV3/ET/jenet3.xml,NA,72.7571408,female,Eng-NA,11312/c-00035466-1,2,49,2725
5415,5415,HSLLD,eng,3/7/91,Eng-NA/HSLLD/HV3/ET/jeret3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035467-1,2,49,2725
5416,5416,HSLLD,eng,4/29/91,Eng-NA/HSLLD/HV3/ET/jeset3.xml,NA,64.36271792,female,Eng-NA,11312/c-00035468-1,2,49,2725
5417,5417,HSLLD,eng,3/8/90,Eng-NA/HSLLD/HV3/ET/joeet3.xml,NA,71.55999096,female,Eng-NA,11312/c-00035469-1,2,49,2725
5418,5418,HSLLD,eng,3/23/91,Eng-NA/HSLLD/HV3/ET/joyet3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035470-1,2,49,2725
5419,5419,HSLLD,eng,1/8/89,Eng-NA/HSLLD/HV3/ET/juset3.xml,NA,68.46136471,female,Eng-NA,11312/c-00035471-1,2,49,2725
5420,5420,HSLLD,eng,2/7/90,Eng-NA/HSLLD/HV3/ET/karet3.xml,NA,63.19842297,female,Eng-NA,11312/c-00035472-1,2,49,2725
5421,5421,HSLLD,eng,2/13/89,Eng-NA/HSLLD/HV3/ET/kuret3.xml,NA,67.36277952,female,Eng-NA,11312/c-00035474-1,2,49,2725
5422,5422,HSLLD,eng,3/12/90,Eng-NA/HSLLD/HV3/ET/kevet3.xml,NA,66.65845295,female,Eng-NA,11312/c-00035473-1,2,49,2725
5423,5423,HSLLD,eng,3/30/91,Eng-NA/HSLLD/HV3/ET/maret3.xml,NA,70.65853508,female,Eng-NA,11312/c-00035475-1,2,49,2725
5424,5424,HSLLD,eng,5/30/91,Eng-NA/HSLLD/HV3/ET/mayet3.xml,NA,69.29711082,female,Eng-NA,11312/c-00035476-1,2,49,2725
5425,5425,HSLLD,eng,1/10/90,Eng-NA/HSLLD/HV3/ET/meget3.xml,NA,67.06708557,female,Eng-NA,11312/c-00035477-1,2,49,2725
5426,5426,HSLLD,eng,3/24/91,Eng-NA/HSLLD/HV3/ET/melet3.xml,NA,67.42848929,female,Eng-NA,11312/c-00035478-1,2,49,2725
5427,5427,HSLLD,eng,3/20/91,Eng-NA/HSLLD/HV3/ET/monet3.xml,NA,70.23142159,female,Eng-NA,11312/c-00035479-1,2,49,2725
5428,5428,HSLLD,eng,3/6/91,Eng-NA/HSLLD/HV3/ET/moret3.xml,NA,68.39565494,female,Eng-NA,11312/c-00035480-1,2,49,2725
5429,5429,HSLLD,eng,2/8/90,Eng-NA/HSLLD/HV3/ET/mrket3.xml,NA,65.36273845,female,Eng-NA,11312/c-00035481-1,2,49,2725
5430,5430,HSLLD,eng,6/28/91,Eng-NA/HSLLD/HV3/ET/nedet3.xml,NA,73.26433808,female,Eng-NA,11312/c-00035482-1,2,49,2725
5431,5431,HSLLD,eng,1/16/90,Eng-NA/HSLLD/HV3/ET/pauet3.xml,NA,65.00133473,female,Eng-NA,11312/c-00035483-1,2,49,2725
5432,5432,HSLLD,eng,5/1/91,Eng-NA/HSLLD/HV3/ET/raset3.xml,NA,69.88849874,female,Eng-NA,11312/c-00035484-1,2,49,2725
5433,5433,HSLLD,eng,5/19/91,Eng-NA/HSLLD/HV3/ET/rauet3.xml,NA,67.95416744,female,Eng-NA,11312/c-00035485-1,2,49,2725
5434,5434,HSLLD,eng,3/13/90,Eng-NA/HSLLD/HV3/ET/remet3.xml,NA,71.03431282,female,Eng-NA,11312/c-00035486-1,2,49,2725
5435,5435,HSLLD,eng,5/8/91,Eng-NA/HSLLD/HV3/ET/rilet3.xml,NA,69.95420851,female,Eng-NA,11312/c-00035487-1,2,49,2725
5436,5436,HSLLD,eng,1/26/90,Eng-NA/HSLLD/HV3/ET/rocet3.xml,NA,69.69136943,female,Eng-NA,11312/c-00035488-1,2,49,2725
5437,5437,HSLLD,eng,4/19/91,Eng-NA/HSLLD/HV3/ET/roset3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035489-1,2,49,2725
5438,5438,HSLLD,eng,4/8/91,Eng-NA/HSLLD/HV3/ET/saret3.xml,NA,65.36273845,female,Eng-NA,11312/c-00035490-1,2,49,2725
5439,5439,HSLLD,eng,4/3/90,Eng-NA/HSLLD/HV3/ET/shlet3.xml,NA,66.19848457,female,Eng-NA,11312/c-00035491-1,2,49,2725
5440,5440,HSLLD,eng,4/19/90,Eng-NA/HSLLD/HV3/ET/shoet3.xml,NA,64.72412165,female,Eng-NA,11312/c-00035492-1,2,49,2725
5441,5441,HSLLD,eng,2/14/90,Eng-NA/HSLLD/HV3/ET/stnet3.xml,NA,64.62555699,female,Eng-NA,11312/c-00035493-1,2,49,2725
5442,5442,HSLLD,eng,6/21/91,Eng-NA/HSLLD/HV3/ET/suset3.xml,NA,72.46144685,female,Eng-NA,11312/c-00035494-1,2,49,2725
5443,5443,HSLLD,eng,6/11/90,Eng-NA/HSLLD/HV3/ET/tamet3.xml,NA,71.13287747,female,Eng-NA,11312/c-00035495-1,2,49,2725
5444,5444,HSLLD,eng,5/16/91,Eng-NA/HSLLD/HV3/ET/teret3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035496-1,2,49,2725
5445,5445,HSLLD,eng,1/24/89,Eng-NA/HSLLD/HV3/ET/todet3.xml,NA,66.92129202,female,Eng-NA,11312/c-00035497-1,2,49,2725
5446,5446,HSLLD,eng,4/9/91,Eng-NA/HSLLD/HV3/ET/tomet3.xml,NA,71.42857143,female,Eng-NA,11312/c-00035498-1,2,49,2725
5447,5447,HSLLD,eng,5/16/91,Eng-NA/HSLLD/HV3/ET/treet3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035499-1,2,49,2725
5448,5448,HSLLD,eng,5/4/91,Eng-NA/HSLLD/HV3/ET/vicet3.xml,NA,70.52711555,female,Eng-NA,11312/c-00035501-1,2,49,2725
5449,5449,HSLLD,eng,5/4/91,Eng-NA/HSLLD/HV3/ET/triet3.xml,NA,67.8227479,female,Eng-NA,11312/c-00035500-1,2,49,2725
5450,5450,HSLLD,eng,6/20/91,Eng-NA/HSLLD/HV3/ET/zanet3.xml,NA,67.65847348,female,Eng-NA,11312/c-00035502-1,2,49,2725
5451,5451,HSLLD,eng,11/16/89,Eng-NA/HSLLD/HV3/ET/zenet3.xml,NA,66.92129202,female,Eng-NA,11312/c-00035503-1,2,49,2725
5452,5452,HSLLD,eng,3/26/91,Eng-NA/HSLLD/HV3/MT/admmt3.xml,NA,70.69138997,female,Eng-NA,11312/c-00035504-1,2,49,2725
5453,5453,HSLLD,eng,6/20/91,Eng-NA/HSLLD/HV3/MT/alimt3.xml,NA,67.65847348,female,Eng-NA,11312/c-00035505-1,2,49,2725
5454,5454,HSLLD,eng,2/5/90,Eng-NA/HSLLD/HV3/MT/allmt3.xml,Anne,62.42838662,female,Eng-NA,11312/c-00035506-1,2,49,2906
5455,5455,HSLLD,eng,1/29/90,Eng-NA/HSLLD/HV3/MT/anamt3.xml,NA,69.78993408,female,Eng-NA,11312/c-00035507-1,2,49,2725
5456,5456,HSLLD,eng,4/22/91,Eng-NA/HSLLD/HV3/MT/annmt3.xml,NA,70.72424485,female,Eng-NA,11312/c-00035508-1,2,49,2725
5457,5457,HSLLD,eng,1/11/90,Eng-NA/HSLLD/HV3/MT/astmt3.xml,NA,63.9540853,female,Eng-NA,11312/c-00035510-1,2,49,2725
5458,5458,HSLLD,eng,4/27/91,Eng-NA/HSLLD/HV3/MT/aprmt3.xml,NA,64.85554118,female,Eng-NA,11312/c-00035509-1,2,49,2725
5459,5459,HSLLD,eng,3/23/91,Eng-NA/HSLLD/HV3/MT/bobmt3.xml,NA,66.7570176,female,Eng-NA,11312/c-00035511-1,2,49,2725
5460,5460,HSLLD,eng,11/14/89,Eng-NA/HSLLD/HV3/MT/bramt3.xml,NA,59.75687386,female,Eng-NA,11312/c-00035512-1,2,49,2725
5461,5461,HSLLD,eng,12/6/89,Eng-NA/HSLLD/HV3/MT/brimt3.xml,NA,62.2641122,female,Eng-NA,11312/c-00035513-1,2,49,2725
5462,5462,HSLLD,eng,5/19/91,Eng-NA/HSLLD/HV3/MT/brnmt3.xml,NA,67.52705394,female,Eng-NA,11312/c-00035514-1,2,49,2725
5463,5463,HSLLD,eng,5/1/91,Eng-NA/HSLLD/HV3/MT/brtmt3.xml,NA,65.55986776,female,Eng-NA,11312/c-00035515-1,2,49,2725
5464,5464,HSLLD,eng,11/22/89,Eng-NA/HSLLD/HV3/MT/casmt3.xml,NA,65.16560915,female,Eng-NA,11312/c-00035516-1,2,49,2725
5465,5465,HSLLD,eng,3/8/90,Eng-NA/HSLLD/HV3/MT/conmt3.xml,NA,71.55999096,female,Eng-NA,11312/c-00035518-1,2,49,2725
5466,5466,HSLLD,eng,3/27/91,Eng-NA/HSLLD/HV3/MT/catmt3.xml,NA,68.82276843,female,Eng-NA,11312/c-00035517-1,2,49,2725
5467,5467,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/ctrmt3.xml,NA,NA,female,Eng-NA,11312/a-00012315-1,2,49,2725
5468,5468,HSLLD,eng,1/31/89,Eng-NA/HSLLD/HV3/MT/davmt3.xml,NA,66.42846876,female,Eng-NA,11312/c-00035519-1,2,49,2725
5469,5469,HSLLD,eng,5/15/91,Eng-NA/HSLLD/HV3/MT/deamt3.xml,NA,66.36275899,female,Eng-NA,11312/c-00035520-1,2,49,2725
5470,5470,HSLLD,eng,4/20/91,Eng-NA/HSLLD/HV3/MT/devmt3.xml,NA,64.46128257,female,Eng-NA,11312/c-00035521-1,2,49,2725
5471,5471,HSLLD,eng,12/7/89,Eng-NA/HSLLD/HV3/MT/diamt3.xml,NA,63.72410111,female,Eng-NA,11312/c-00035522-1,2,49,2725
5472,5472,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/emimt3.xml,NA,NA,female,Eng-NA,11312/a-00012316-1,2,49,2725
5473,5473,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/framt3.xml,NA,NA,female,Eng-NA,11312/a-00012317-1,2,49,2725
5474,5474,HSLLD,eng,11/27/89,Eng-NA/HSLLD/HV3/MT/ethmt3.xml,NA,67.06708557,female,Eng-NA,11312/c-00035523-1,2,49,2725
5475,5475,HSLLD,eng,3/16/91,Eng-NA/HSLLD/HV3/MT/geomt3.xml,NA,63.52697181,female,Eng-NA,11312/c-00035524-1,2,49,2725
5476,5476,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/gremt3.xml,NA,NA,female,Eng-NA,11312/a-00012318-1,2,49,2725
5477,5477,HSLLD,eng,3/7/91,Eng-NA/HSLLD/HV3/MT/guymt3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035525-1,2,49,2725
5478,5478,HSLLD,eng,4/24/91,Eng-NA/HSLLD/HV3/MT/jammt3.xml,NA,69.62565966,female,Eng-NA,11312/c-00035526-1,2,49,2725
5479,5479,HSLLD,eng,4/17/91,Eng-NA/HSLLD/HV3/MT/jeamt3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035527-1,2,49,2725
5480,5480,HSLLD,eng,5/9/91,Eng-NA/HSLLD/HV3/MT/jermt3.xml,NA,69.39567548,female,Eng-NA,11312/c-00035528-1,2,49,2725
5481,5481,HSLLD,eng,4/29/91,Eng-NA/HSLLD/HV3/MT/jesmt3.xml,NA,64.36271792,female,Eng-NA,11312/c-00035529-1,2,49,2725
5482,5482,HSLLD,eng,3/8/90,Eng-NA/HSLLD/HV3/MT/joemt3.xml,NA,71.55999096,female,Eng-NA,11312/c-00035530-1,2,49,2725
5483,5483,HSLLD,eng,3/23/91,Eng-NA/HSLLD/HV3/MT/joymt3.xml,NA,68.32994517,female,Eng-NA,11312/c-00035531-1,2,49,2725
5484,5484,HSLLD,eng,1/8/90,Eng-NA/HSLLD/HV3/MT/jusmt3.xml,NA,68.46136471,female,Eng-NA,11312/c-00035532-1,2,49,2725
5485,5485,HSLLD,eng,2/7/90,Eng-NA/HSLLD/HV3/MT/karmt3.xml,NA,63.19842297,female,Eng-NA,11312/c-00035533-1,2,49,2725
5486,5486,HSLLD,eng,3/12/89,Eng-NA/HSLLD/HV3/MT/kevmt3.xml,NA,66.65845295,female,Eng-NA,11312/c-00035534-1,2,49,2725
5487,5487,HSLLD,eng,2/13/89,Eng-NA/HSLLD/HV3/MT/kurmt3.xml,NA,67.36277952,female,Eng-NA,11312/c-00035535-1,2,49,2725
5488,5488,HSLLD,eng,5/30/91,Eng-NA/HSLLD/HV3/MT/maymt3.xml,NA,69.29711082,female,Eng-NA,11312/c-00035536-1,2,49,2725
5489,5489,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/maymt3pt2.xml,NA,NA,female,Eng-NA,11312/a-00012319-1,2,49,2725
5490,5490,HSLLD,eng,1/10/89,Eng-NA/HSLLD/HV3/MT/megmt3.xml,NA,66.06706503,female,Eng-NA,11312/c-00035537-1,2,49,2725
5491,5491,HSLLD,eng,3/24/91,Eng-NA/HSLLD/HV3/MT/melmt3.xml,NA,67.42848929,female,Eng-NA,11312/c-00035538-1,2,49,2725
5492,5492,HSLLD,eng,NA,Eng-NA/HSLLD/HV3/MT/mitmt3.xml,NA,NA,female,Eng-NA,11312/a-00012320-1,2,49,2725
5493,5493,HSLLD,eng,3/20/91,Eng-NA/HSLLD/HV3/MT/monmt3.xml,NA,70.23142159,female,Eng-NA,11312/c-00035539-1,2,49,2725
5494,5494,HSLLD,eng,3/6/91,Eng-NA/HSLLD/HV3/MT/mormt3.xml,NA,68.39565494,female,Eng-NA,11312/c-00035540-1,2,49,2725
5495,5495,HSLLD,eng,1/16/90,Eng-NA/HSLLD/HV3/MT/paumt3.xml,NA,64.75697653,female,Eng-NA,11312/c-00035541-1,2,49,2725
5496,5496,HSLLD,eng,7/1/91,Eng-NA/HSLLD/HV3/MT/raumt3.xml,NA,68.36280006,female,Eng-NA,11312/c-00035542-1,2,49,2725
5497,5497,HSLLD,eng,2/13/90,Eng-NA/HSLLD/HV3/MT/remmt3.xml,NA,70.03429229,female,Eng-NA,11312/c-00035543-1,2,49,2725
5498,5498,HSLLD,eng,5/8/91,Eng-NA/HSLLD/HV3/MT/rilmt3.xml,NA,69.95420851,female,Eng-NA,11312/c-00035544-1,2,49,2725
5499,5499,HSLLD,eng,4/19/91,Eng-NA/HSLLD/HV3/MT/rosmt3.xml,NA,69.46138524,female,Eng-NA,11312/c-00035545-1,2,49,2725
5500,5500,HSLLD,eng,6/21/91,Eng-NA/HSLLD/HV3/MT/susmt3.xml,NA,72.46144685,female,Eng-NA,11312/c-00035548-1,2,49,2725
5501,5501,HSLLD,eng,4/8/91,Eng-NA/HSLLD/HV3/MT/sarmt3.xml,NA,65.36273845,female,Eng-NA,11312/c-00035546-1,2,49,2725
5502,5502,HSLLD,eng,2/14/90,Eng-NA/HSLLD/HV3/MT/stnmt3.xml,NA,66.62559806,female,Eng-NA,11312/c-00035547-1,2,49,2725
5503,5503,HSLLD,eng,5/16/91,Eng-NA/HSLLD/HV3/MT/termt3.xml,NA,67.03423068,female,Eng-NA,11312/c-00035549-1,2,49,2725
5504,5504,HSLLD,eng,5/17/91,Eng-NA/HSLLD/HV3/MT/trimt3.xml,NA,68.26423541,female,Eng-NA,11312/c-00035552-1,2,49,2725
5505,5505,HSLLD,eng,1/24/90,Eng-NA/HSLLD/HV3/MT/todmt3.xml,NA,66.92129202,female,Eng-NA,11312/c-00035550-1,2,49,2725
5506,5506,HSLLD,eng,4/9/91,Eng-NA/HSLLD/HV3/MT/tommt3.xml,NA,71.42857143,female,Eng-NA,11312/c-00035551-1,2,49,2725
